ISBN,Title,Author,Year,Publisher,Genre,Description,Language,Keywords,Image_URL
0394743741,The yawning heights,Aleksandr Zinoviev,1980,Random House,General Fiction,"Bibliographic summary: “The yawning heights” is classified as General Fiction and was written by Aleksandr Zinoviev. It was published by Random House in 1980. Search and recommendation terms derived from the available metadata include: yawning, heights, zinoviev, general, fiction.",English,"yawning, heights, zinoviev, general, fiction",http://images.amazon.com/images/P/0394743741.01.MZZZZZZZ.jpg
042511774X,Breathing Lessons,Anne Tyler,1994,Berkley Publishing Group,General Fiction,"Bibliographic summary: “Breathing Lessons” is classified as General Fiction and was written by Anne Tyler. It was published by Berkley Publishing Group in 1994. Search and recommendation terms derived from the available metadata include: breathing, lessons, tyler, general, fiction.",English,"breathing, lessons, tyler, general, fiction",http://images.amazon.com/images/P/042511774X.01.MZZZZZZZ.jpg
0804106304,The Joy Luck Club,Amy Tan,1994,Prentice Hall (K-12),General Fiction,"Bibliographic summary: “The Joy Luck Club” is classified as General Fiction and was written by Amy Tan. It was published by Prentice Hall (K-12) in 1994. Search and recommendation terms derived from the available metadata include: joy, luck, club, tan, general, fiction.",English,"joy, luck, club, tan, general, fiction",http://images.amazon.com/images/P/0804106304.01.MZZZZZZZ.jpg
1853262404,Heart of Darkness (Wordsworth Collection),Joseph Conrad,1998,NTC/Contemporary Publishing Company,Romance,"Bibliographic summary: “Heart of Darkness (Wordsworth Collection)” is classified as Romance and was written by Joseph Conrad. It was published by NTC/Contemporary Publishing Company in 1998. Search and recommendation terms derived from the available metadata include: heart, darkness, wordsworth, collection, conrad, romance.",English,"heart, darkness, wordsworth, collection, conrad, romance",http://images.amazon.com/images/P/1853262404.01.MZZZZZZZ.jpg
0312970242,The Angel Is Near,Deepak Chopra,2000,St. Martin's Press,Art & Photography,"Bibliographic summary: “The Angel Is Near” is classified as Art & Photography and was written by Deepak Chopra. It was published by St. Martin's Press in 2000. Search and recommendation terms derived from the available metadata include: angel, near, chopra, art, photography.",English,"angel, near, chopra, art, photography",http://images.amazon.com/images/P/0312970242.01.MZZZZZZZ.jpg
1853260053,Tess of the D'Urbervilles (Wordsworth Classics),Thomas Hardy,1997,NTC/Contemporary Publishing Company,General Fiction,"Bibliographic summary: “Tess of the D'Urbervilles (Wordsworth Classics)” is classified as General Fiction and was written by Thomas Hardy. It was published by NTC/Contemporary Publishing Company in 1997. Search and recommendation terms derived from the available metadata include: tess, d'urbervilles, wordsworth, classics, hardy, general, fiction.",English,"tess, d'urbervilles, wordsworth, classics, hardy, general, fiction",http://images.amazon.com/images/P/1853260053.01.MZZZZZZZ.jpg
1414035004,The Adventures of Drew and Ellie: The Magical Dress,Charles Noland,2003,1stBooks Library,Fantasy,"Bibliographic summary: “The Adventures of Drew and Ellie: The Magical Dress” is classified as Fantasy and was written by Charles Noland. It was published by 1stBooks Library in 2003. Search and recommendation terms derived from the available metadata include: adventures, drew, ellie, magical, dress, noland, fantasy.",English,"adventures, drew, ellie, magical, dress, noland, fantasy",http://images.amazon.com/images/P/1414035004.01.MZZZZZZZ.jpg
0060938412,The Accidental Virgin,Valerie Frankel,2003,Avon Trade,General Fiction,"Bibliographic summary: “The Accidental Virgin” is classified as General Fiction and was written by Valerie Frankel. It was published by Avon Trade in 2003. Search and recommendation terms derived from the available metadata include: accidental, virgin, frankel, general, fiction.",English,"accidental, virgin, frankel, general, fiction",http://images.amazon.com/images/P/0060938412.01.MZZZZZZZ.jpg
0140067477,The Tao of Pooh,Benjamin Hoff,1983,Penguin Books,General Fiction,"Bibliographic summary: “The Tao of Pooh” is classified as General Fiction and was written by Benjamin Hoff. It was published by Penguin Books in 1983. Search and recommendation terms derived from the available metadata include: tao, pooh, hoff, general, fiction.",English,"tao, pooh, hoff, general, fiction",http://images.amazon.com/images/P/0140067477.01.MZZZZZZZ.jpg
0345465083,Seabiscuit,LAURA HILLENBRAND,2003,Ballantine Books,General Fiction,"Bibliographic summary: “Seabiscuit” is classified as General Fiction and was written by LAURA HILLENBRAND. It was published by Ballantine Books in 2003. Search and recommendation terms derived from the available metadata include: seabiscuit, hillenbrand, general, fiction.",English,"seabiscuit, hillenbrand, general, fiction",http://images.amazon.com/images/P/0345465083.01.MZZZZZZZ.jpg
0451625889,The Prince,Niccolo Machiavelli,1952,Signet Book,General Fiction,"Bibliographic summary: “The Prince” is classified as General Fiction and was written by Niccolo Machiavelli. It was published by Signet Book in 1952. Search and recommendation terms derived from the available metadata include: prince, machiavelli, general, fiction.",English,"prince, machiavelli, general, fiction",http://images.amazon.com/images/P/0451625889.01.MZZZZZZZ.jpg
1558531025,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),H. Jackson Brown,1991,Thomas Nelson,General Fiction,"Bibliographic summary: “Life's Little Instruction Book (Life's Little Instruction Books (Paperback))” is classified as General Fiction and was written by H. Jackson Brown. It was published by Thomas Nelson in 1991. Search and recommendation terms derived from the available metadata include: life's, little, instruction, paperback, brown, general, fiction.",English,"life's, little, instruction, paperback, brown, general, fiction",http://images.amazon.com/images/P/1558531025.01.MZZZZZZZ.jpg
0441783589,Starship Troopers,Robert A. Heinlein,1987,Ace Books,Science Fiction,"Bibliographic summary: “Starship Troopers” is classified as Science Fiction and was written by Robert A. Heinlein. It was published by Ace Books in 1987. Search and recommendation terms derived from the available metadata include: starship, troopers, heinlein, science, fiction.",English,"starship, troopers, heinlein, science, fiction",http://images.amazon.com/images/P/0441783589.01.MZZZZZZZ.jpg
0394895894,"The Ruby in the Smoke (Sally Lockhart Trilogy, Book 1)",PHILIP PULLMAN,1988,Laurel Leaf,Art & Photography,"Bibliographic summary: “The Ruby in the Smoke (Sally Lockhart Trilogy, Book 1)” is classified as Art & Photography and was written by PHILIP PULLMAN. It was published by Laurel Leaf in 1988. Search and recommendation terms derived from the available metadata include: ruby, smoke, sally, lockhart, trilogy, pullman, art, photography.",English,"ruby, smoke, sally, lockhart, trilogy, pullman, art, photography",http://images.amazon.com/images/P/0394895894.01.MZZZZZZZ.jpg
1569871213,Black Beauty (Illustrated Classics),Anna Sewell,1995,Landoll,General Fiction,"Bibliographic summary: “Black Beauty (Illustrated Classics)” is classified as General Fiction and was written by Anna Sewell. It was published by Landoll in 1995. Search and recommendation terms derived from the available metadata include: black, beauty, illustrated, classics, sewell, general, fiction.",English,"black, beauty, illustrated, classics, sewell, general, fiction",http://images.amazon.com/images/P/1569871213.01.MZZZZZZZ.jpg
0375410538,Anil's Ghost,MICHAEL ONDAATJE,2000,Knopf,Horror,"Bibliographic summary: “Anil's Ghost” is classified as Horror and was written by MICHAEL ONDAATJE. It was published by Knopf in 2000. Search and recommendation terms derived from the available metadata include: anil's, ghost, ondaatje, horror.",English,"anil's, ghost, ondaatje, horror",http://images.amazon.com/images/P/0375410538.01.MZZZZZZZ.jpg
0966986105,Prescription for Terror,Sandra Levy Ceren,1999,Andrew Scott Publishers,Horror,"Bibliographic summary: “Prescription for Terror” is classified as Horror and was written by Sandra Levy Ceren. It was published by Andrew Scott Publishers in 1999. Search and recommendation terms derived from the available metadata include: prescription, terror, ceren, horror.",English,"prescription, terror, ceren, horror",http://images.amazon.com/images/P/0966986105.01.MZZZZZZZ.jpg
087113375X,Modern Manners: An Etiquette Book for Rude People,P.J. O'Rourke,1990,Atlantic Monthly Press,General Fiction,"Bibliographic summary: “Modern Manners: An Etiquette Book for Rude People” is classified as General Fiction and was written by P.J. O'Rourke. It was published by Atlantic Monthly Press in 1990. Search and recommendation terms derived from the available metadata include: modern, manners, etiquette, rude, people, o'rourke, general, fiction.",English,"modern, manners, etiquette, rude, people, o'rourke, general, fiction",http://images.amazon.com/images/P/087113375X.01.MZZZZZZZ.jpg
0340767936,Turning Thirty,Mike Gayle,2000,Hodder & Stoughton General Division,General Fiction,"Bibliographic summary: “Turning Thirty” is classified as General Fiction and was written by Mike Gayle. It was published by Hodder & Stoughton General Division in 2000. Search and recommendation terms derived from the available metadata include: turning, thirty, gayle, general, fiction.",English,"turning, thirty, gayle, general, fiction",http://images.amazon.com/images/P/0340767936.01.MZZZZZZZ.jpg
0743403843,Decipher,Stel Pavlou,2002,Simon & Schuster (Trade Division),General Fiction,"Bibliographic summary: “Decipher” is classified as General Fiction and was written by Stel Pavlou. It was published by Simon & Schuster (Trade Division) in 2002. Search and recommendation terms derived from the available metadata include: decipher, pavlou, general, fiction.",English,"decipher, pavlou, general, fiction",http://images.amazon.com/images/P/0743403843.01.MZZZZZZZ.jpg
0060930365,"My First Cousin Once Removed: Money, Madness, and the Family of Robert Lowell",Sarah Payne Stuart,1999,Perennial,Business & Economics,"Bibliographic summary: “My First Cousin Once Removed: Money, Madness, and the Family of Robert Lowell” is classified as Business & Economics and was written by Sarah Payne Stuart. It was published by Perennial in 1999. Search and recommendation terms derived from the available metadata include: first, cousin, once, removed, money, madness, family, robert, lowell, stuart.",English,"first, cousin, once, removed, money, madness, family, robert, lowell, stuart",http://images.amazon.com/images/P/0060930365.01.MZZZZZZZ.jpg
0060177586,Standing Firm: A Vice-Presidential Memoir,Dan Quayle,1994,Harpercollins,Biography & Memoir,"Bibliographic summary: “Standing Firm: A Vice-Presidential Memoir” is classified as Biography & Memoir and was written by Dan Quayle. It was published by Harpercollins in 1994. Search and recommendation terms derived from the available metadata include: standing, firm, vice, presidential, memoir, quayle, biography.",English,"standing, firm, vice, presidential, memoir, quayle, biography",http://images.amazon.com/images/P/0060177586.01.MZZZZZZZ.jpg
